"","V1","V2","V3","V4","V5","V6","V6_clean1","V6_clean2","V6_clean3"
"8418",4,1468379028,"Tue Apr 07 01:18:30 PDT 2009","NO_QUERY","DazzleMeThis","@clairelouisef awww thanks  Yours is pretty too hehe. Spose you wouldn't know how big a smile's on my face right now @ ur twweeeet.  lol","clairelouisef awww thanks  Yours is pretty too hehe Spose you wouldn't know how big a smile's on my face right now  ur twweeeet  lol","clairelouisef awww thanks  Yours is pretty too hehe Spose you wouldn t know how big a smile s on my face right now  ur twweeeet  lol"," clairelouisef awww thanks is pretty hehe Spose wouldn know big smile s face right ur twweeeet lol"
"8419",4,1468379049,"Tue Apr 07 01:18:31 PDT 2009","NO_QUERY","NakedRoxy","@dcorsetto: isn't the bouncer at the Meck actually female?  funny stuff adorable woman  hows the stasche doin in all this?","dcorsetto isn't the bouncer at the Meck actually female  funny stuff adorable woman  hows the stasche doin in all this","dcorsetto isn t the bouncer at the Meck actually female  funny stuff adorable woman  hows the stasche doin in all this"," dcorsetto isn bouncer Meck female funny stuff adorable woman hows stasche doin"
"8420",4,1468379100,"Tue Apr 07 01:18:32 PDT 2009","NO_QUERY","exocetau","@ob_shopping well you're followed now, so I'll peg 2c at you whenever I have a chance ","obshopping well you're followed now so I'll peg 2c at you whenever I have a chance ","obshopping well you re followed now so I ll peg 2c at you whenever I have a chance "," obshopping well followed ll peg 2c have chance"
"8421",4,1468379125,"Tue Apr 07 01:18:33 PDT 2009","NO_QUERY","bolero25","@EPMorgan  La K, La F, and La T will rock Notts! so call me and let me know your progress ;) xx","EPMorgan  La K La F and La T will rock Notts so call me and let me know your progress  xx","EPMorgan  La K La F and La T will rock Notts so call me and let me know your progress  xx"," EPMorgan La K La F La T will rock Notts call let know progress"
"8422",4,1468379133,"Tue Apr 07 01:18:33 PDT 2009","NO_QUERY","chingching16","4:16 am and still going  I absolutely love what I do!!","416 am and still going  I absolutely love what I do","416 am and still going  I absolutely love what I do"," am still going love do"
"8423",4,1468379224,"Tue Apr 07 01:18:35 PDT 2009","NO_QUERY","anna15xD","Morning twitters ","Morning twitters ","Morning twitters "," Morning twitters"
"8424",4,1468379294,"Tue Apr 07 01:18:37 PDT 2009","NO_QUERY","keithmccormick","that's an interesting first tweet! LOL follow more people!!  congrats on the twitter though! xo","that's an interesting first tweet LOL follow more people  congrats on the twitter though xo","that s an interesting first tweet LOL follow more people  congrats on the twitter though xo"," s interesting tweet LOL follow people congrats twitter xo"
"8425",4,1468379362,"Tue Apr 07 01:18:39 PDT 2009","NO_QUERY","mega","my cat Micas is really a dog trapped inside a cat's body ","my cat Micas is really a dog trapped inside a cat's body ","my cat Micas is really a dog trapped inside a cat s body "," cat Micas is dog trapped inside cat s body"
"8426",4,1468379406,"Tue Apr 07 01:18:39 PDT 2009","NO_QUERY","aspireinspire","Just remembering the jar of tads in the kitchen window big bro caught -  - maybe that's why I like frogs (and pigs ) hehe","Just remembering the jar of tads in the kitchen window big bro caught    maybe that's why I like frogs and pigs  hehe","Just remembering the jar of tads in the kitchen window big bro caught    maybe that s why I like frogs and pigs  hehe"," remembering jar tads kitchen window big bro caught s like frogs pigs hehe"
"8427",4,1468379456,"Tue Apr 07 01:18:40 PDT 2009","NO_QUERY","EPMorgan","@nicola_prigg Thankies!  so excited!","nicolaprigg Thankies  so excited","nicolaprigg Thankies  so excited"," nicolaprigg Thankies excited"
"8428",4,1468379485,"Tue Apr 07 01:18:41 PDT 2009","NO_QUERY","KunalSheth","Funny Marriage Quotes http://www.nikrusty.com/2009/04/funny-marriage-qoutes.html yet so true ","Funny Marriage Quotes http//wwwnikrustycom/2009/04/funnymarriageqouteshtml yet so true ","Funny Marriage Quotes http  wwwnikrustycom 2009 04 funnymarriageqouteshtml yet so true "," Funny Marriage Quotes http wwwnikrustycom funnymarriageqouteshtml true"
"8429",4,1468379495,"Tue Apr 07 01:18:41 PDT 2009","NO_QUERY","praneethreddy","commentators are talking of Shaq and Nash's twittering on a Live Phx Suns match ","commentators are talking of Shaq and Nash's twittering on a Live Phx Suns match ","commentators are talking of Shaq and Nash s twittering on a Live Phx Suns match "," commentators are talking Shaq Nash s twittering Live Phx Suns match"
"8430",4,1468379573,"Tue Apr 07 01:18:43 PDT 2009","NO_QUERY","Jazz_Angel","@afallendevil morning Daniel!! tonight: THE KAISER CHIEFS. it's bloody raining. ","afallendevil morning Daniel tonight THE KAISER CHIEFS it's bloody raining ","afallendevil morning Daniel tonight THE KAISER CHIEFS it s bloody raining "," afallendevil morning Daniel KAISER CHIEFS s bloody raining"
"8431",4,1468379594,"Tue Apr 07 01:18:43 PDT 2009","NO_QUERY","dagda1","@chriscanal How crap are we ","chriscanal How crap are we ","chriscanal How crap are we "," chriscanal crap are"
"8432",4,1468379642,"Tue Apr 07 01:18:44 PDT 2009","NO_QUERY","Wollack","Twilight came this morning  thats what i'll be watching tonite!","Twilight came this morning  thats what i'll be watching tonite","Twilight came this morning  thats what i ll be watching tonite"," Twilight came morning thats ll be watching tonite"
"8433",4,1468379697,"Tue Apr 07 01:18:45 PDT 2009","NO_QUERY","AMEFACE","@robluketic whaaaa??  what's goin on in the A?  i love my city ","robluketic whaaaa  what's goin on in the A  i love my city ","robluketic whaaaa  what s goin on in the A  i love my city "," robluketic whaaaa s goin A love city"
"8434",4,1468379700,"Tue Apr 07 01:18:46 PDT 2009","NO_QUERY","davidtab","@fizz How come it took you so long to tweet that? ","fizz How come it took you so long to tweet that ","fizz How come it took you so long to tweet that "," fizz come took long tweet"
"8435",4,1468379712,"Tue Apr 07 01:18:46 PDT 2009","NO_QUERY","Warren_G","at Tygerwaterfront enjoying a cup of coffee ","at Tygerwaterfront enjoying a cup of coffee ","at Tygerwaterfront enjoying a cup of coffee "," Tygerwaterfront enjoying cup coffee"
"8436",4,1468379761,"Tue Apr 07 01:18:47 PDT 2009","NO_QUERY","phoebeyee","retail therapy helps. Awww.... ","retail therapy helps Awww ","retail therapy helps Awww "," retail therapy helps Awww"
"8437",4,1468379765,"Tue Apr 07 01:18:47 PDT 2009","NO_QUERY","gregorygo","@SuburbanDollar thanks for the heads up! alexa stats should be updating again. http://bit.ly/top-pf-blogs ","SuburbanDollar thanks for the heads up alexa stats should be updating again http//bitly/toppfblogs ","SuburbanDollar thanks for the heads up alexa stats should be updating again http  bitly toppfblogs "," SuburbanDollar thanks heads alexa stats be updating http bitly toppfblogs"
"8438",4,1468379810,"Tue Apr 07 01:18:48 PDT 2009","NO_QUERY","emandeleon","just finished toking to mark...tweeps, sorry for d corny updates coming from me (dos wer from our conversation)...hehe. ","just finished toking to marktweeps sorry for d corny updates coming from me dos wer from our conversationhehe ","just finished toking to marktweeps sorry for d corny updates coming from me dos wer from our conversationhehe "," just finished toking marktweeps sorry corny updates coming dos wer conversationhehe"
"8439",4,1468379821,"Tue Apr 07 01:18:48 PDT 2009","NO_QUERY","moggy99","Bug smile , sit down, thank you, big smile ha ha  I sit therefore I am ","Bug smile  sit down thank you big smile ha ha  I sit therefore I am ","Bug smile  sit down thank you big smile ha ha  I sit therefore I am "," Bug smile sit thank big smile sit am"
"8440",4,1468379844,"Tue Apr 07 01:18:49 PDT 2009","NO_QUERY","titocurl","i think im going to buy a website  would you guys check it out?","i think im going to buy a website  would you guys check it out","i think im going to buy a website  would you guys check it out"," think im going buy website guys check"
"8441",4,1468379845,"Tue Apr 07 01:18:49 PDT 2009","NO_QUERY","lizlemon36","@Kal_Penn NOOOOO!!! Kutner was my favorite on House's new team! I'm so sad...but I can't wait for the next thing you're in! ","KalPenn NOOOOO Kutner was my favorite on House's new team I'm so sadbut I can't wait for the next thing you're in ","KalPenn NOOOOO Kutner was my favorite on House s new team I m so sadbut I can t wait for the next thing you re in "," KalPenn NOOOOO Kutner was favorite House s new team m sadbut wait thing"
"8442",4,1468379891,"Tue Apr 07 01:18:50 PDT 2009","NO_QUERY","lindablix","Rise and Shine..... ","Rise and Shine ","Rise and Shine "," Rise Shine"
"8443",4,1468379929,"Tue Apr 07 01:18:51 PDT 2009","NO_QUERY","jchiaro","@miss_ek You were relaxing all night!! ","missek You were relaxing all night ","missek You were relaxing all night "," missek were relaxing night"
"8444",4,1468379946,"Tue Apr 07 01:18:52 PDT 2009","NO_QUERY","Jessica___xx","@bradhfh lol I can see that you talk then the next you don't lol  what are you doing","bradhfh lol I can see that you talk then the next you don't lol  what are you doing","bradhfh lol I can see that you talk then the next you don t lol  what are you doing"," bradhfh lol see talk then don lol are doing"
"8445",4,1468379954,"Tue Apr 07 01:18:51 PDT 2009","NO_QUERY","Gabelicious","@mastergab Sorry I just read your note, I think Anna already helped you out!! ","mastergab Sorry I just read your note I think Anna already helped you out ","mastergab Sorry I just read your note I think Anna already helped you out "," mastergab Sorry just read note think Anna helped"
"8446",4,1468379977,"Tue Apr 07 01:18:53 PDT 2009","NO_QUERY","burnlikeghosts","has just joined twitter ","has just joined twitter ","has just joined twitter "," has just joined twitter"
"8447",4,1468380028,"Tue Apr 07 01:18:53 PDT 2009","NO_QUERY","srdean","@samscotti sounds interesting already ","samscotti sounds interesting already ","samscotti sounds interesting already "," samscotti sounds interesting"
"8448",4,1468380083,"Tue Apr 07 01:18:55 PDT 2009","NO_QUERY","keithmccormick","that's an interesting first tweet! LOL follow more people!!  congrats on the twitter though! xo @LOL_Tarwhaa","that's an interesting first tweet LOL follow more people  congrats on the twitter though xo LOLTarwhaa","that s an interesting first tweet LOL follow more people  congrats on the twitter though xo LOLTarwhaa"," s interesting tweet LOL follow people congrats twitter xo LOLTarwhaa"
"8449",4,1468380112,"Tue Apr 07 01:18:58 PDT 2009","NO_QUERY","bbqbob","@travolution Listen to spotify then ","travolution Listen to spotify then ","travolution Listen to spotify then "," travolution Listen spotify then"
"8450",4,1468380123,"Tue Apr 07 01:18:56 PDT 2009","NO_QUERY","OzarksToday","Maria is awake after feeding the baby and putting her back under the bilirubin light. Hi Ozarks Today crew!!  Miss you guys ","Maria is awake after feeding the baby and putting her back under the bilirubin light Hi Ozarks Today crew  Miss you guys ","Maria is awake after feeding the baby and putting her back under the bilirubin light Hi Ozarks Today crew  Miss you guys "," Maria is awake feeding baby putting back bilirubin light Ozarks crew Miss guys"
"8451",4,1468380164,"Tue Apr 07 01:18:57 PDT 2009","NO_QUERY","bobbycampo","More voting  http://tiny.cc/BjcYj The is a short we did sign up and vote for COFFEE&amp;CREAM and re tweets are apprciated but VOTE! thanks!","More voting  http//tinycc/BjcYj The is a short we did sign up and vote for COFFEEampCREAM and re tweets are apprciated but VOTE thanks","More voting  http  tinycc BjcYj The is a short we did sign up and vote for COFFEEampCREAM and re tweets are apprciated but VOTE thanks"," voting http tinycc BjcYj is short did sign vote COFFEEampCREAM tweets are apprciated VOTE thanks"
"8452",4,1468380203,"Tue Apr 07 01:18:58 PDT 2009","NO_QUERY","TiffaniDanyelle","ok now im really about to wash my hair.... got FIVE shows this week.... man! But hey, this is the life i chose. The life of a dancer... ","ok now im really about to wash my hair got FIVE shows this week man But hey this is the life i chose The life of a dancer ","ok now im really about to wash my hair got FIVE shows this week man But hey this is the life i chose The life of a dancer "," ok im wash hair got shows week man is life chose life dancer"
"8453",4,1468380226,"Tue Apr 07 01:18:58 PDT 2009","NO_QUERY","GeertVeneklaas","@punkmedia @ReneWouters Thanks ","punkmedia ReneWouters Thanks ","punkmedia ReneWouters Thanks "," punkmedia ReneWouters Thanks"
"8454",4,1468380260,"Tue Apr 07 01:18:59 PDT 2009","NO_QUERY","SiobhanC","@juliwooli I can hardly believe it,first Beth now you! Whoop  It's like a new spin on an old school reunion!How are you doing sweetpea?!X","juliwooli I can hardly believe itfirst Beth now you Whoop  It's like a new spin on an old school reunionHow are you doing sweetpeaX","juliwooli I can hardly believe itfirst Beth now you Whoop  It s like a new spin on an old school reunionHow are you doing sweetpeaX"," juliwooli believe Beth s like new spin old school reunionHow are doing sweetpeaX"
"8455",4,1468380280,"Tue Apr 07 01:18:59 PDT 2009","NO_QUERY","mamash","sam threw the iphone into leftover tea. it complained about the &quot;accessory&quot; and switched to airplane mode. had to unplug the tea ","sam threw the iphone into leftover tea it complained about the quotaccessoryquot and switched to airplane mode had to unplug the tea ","sam threw the iphone into leftover tea it complained about the quotaccessoryquot and switched to airplane mode had to unplug the tea "," sam threw iphone leftover tea complained quotaccessoryquot switched airplane mode had unplug tea"
"8456",4,1468380295,"Tue Apr 07 01:19:00 PDT 2009","NO_QUERY","volapuk","(Disclaimer: I'm a former employee of the AP) ","Disclaimer I'm a former employee of the AP ","Disclaimer I m a former employee of the AP "," Disclaimer m employee AP"
"8457",4,1468380371,"Tue Apr 07 01:19:01 PDT 2009","NO_QUERY","joannejacobs","I'm at the Trovus Tuesday breakfast, currently doing the meet an greet thing  http://www.trovus.co.uk/","I'm at the Trovus Tuesday breakfast currently doing the meet an greet thing  http//wwwtrovuscouk/","I m at the Trovus Tuesday breakfast currently doing the meet an greet thing  http  wwwtrovuscouk "," m Trovus Tuesday breakfast doing meet greet thing http wwwtrovuscouk"
"8458",4,1468380375,"Tue Apr 07 01:19:02 PDT 2009","NO_QUERY","alpew","@tatty73 That's good news! ...and the sun is shining too! ","tatty73 That's good news and the sun is shining too ","tatty73 That s good news and the sun is shining too "," tatty73 s good news sun is shining"
"8459",4,1468380402,"Tue Apr 07 01:19:02 PDT 2009","NO_QUERY","RadarDog","@Pijrt oh no I don't know if they are on Twitter. We need Quinn here to - need to ask LittleBird ","Pijrt oh no I don't know if they are on Twitter We need Quinn here to  need to ask LittleBird ","Pijrt oh no I don t know if they are on Twitter We need Quinn here to  need to ask LittleBird "," Pijrt no don know are Twitter need Quinn need ask LittleBird"
"8460",4,1468380456,"Tue Apr 07 01:19:03 PDT 2009","NO_QUERY","deltafoxtrot","And suddenly, boom. The strangest things happen� ","And suddenly boom The strangest things happen ","And suddenly boom The strangest things happen "," boom things happen"
"8461",4,1468380485,"Tue Apr 07 01:19:04 PDT 2009","NO_QUERY","moose73","almost time to go home.  Parent/Teacher interviews tonight.  Should be good ","almost time to go home  Parent/Teacher interviews tonight  Should be good ","almost time to go home  Parent Teacher interviews tonight  Should be good "," time go home Parent Teacher interviews be good"
"8462",4,1468380495,"Tue Apr 07 01:19:06 PDT 2009","NO_QUERY","sarahnewton","@amypalko Goog morning of to see Monsters vs Alien later so fun day ","amypalko Goog morning of to see Monsters vs Alien later so fun day ","amypalko Goog morning of to see Monsters vs Alien later so fun day "," amypalko Goog morning see Monsters Alien fun day"
"8463",4,1468380514,"Tue Apr 07 01:19:04 PDT 2009","NO_QUERY","bumsonseats","is impressed to be slightly ahead of the Gadget Show ","is impressed to be slightly ahead of the Gadget Show ","is impressed to be slightly ahead of the Gadget Show "," is impressed be Gadget Show"
"8464",4,1468380606,"Tue Apr 07 01:19:06 PDT 2009","NO_QUERY","FerdinandFelix","Whatta Hot afternoon! ","Whatta Hot afternoon ","Whatta Hot afternoon "," Whatta Hot afternoon"
"8465",4,1468380635,"Tue Apr 07 01:19:07 PDT 2009","NO_QUERY","Scyranth","@TheBetterSexDoc K I will! ","TheBetterSexDoc K I will ","TheBetterSexDoc K I will "," TheBetterSexDoc K will"
"8466",4,1468380680,"Tue Apr 07 01:19:08 PDT 2009","NO_QUERY","cyberdyne2","@britisshameless 1 wank is better than none, just ensure it's a mind blowing one ","britisshameless 1 wank is better than none just ensure it's a mind blowing one ","britisshameless 1 wank is better than none just ensure it s a mind blowing one "," britisshameless wank is just ensure s mind blowing"
"8467",4,1468380688,"Tue Apr 07 01:19:11 PDT 2009","NO_QUERY","emmaglazier","@Wudruff yeah all is fab ta, certainly lots to learn but think I'm getting there   Hows things with you down the sunny coast?","Wudruff yeah all is fab ta certainly lots to learn but think I'm getting there   Hows things with you down the sunny coast","Wudruff yeah all is fab ta certainly lots to learn but think I m getting there   Hows things with you down the sunny coast"," Wudruff is fab learn think m getting Hows things sunny coast"
"8468",4,1468380757,"Tue Apr 07 01:19:09 PDT 2009","NO_QUERY","leemz","Anyone up for yogurt Karhi. I'm making one for the very first time ","Anyone up for yogurt Karhi I'm making one for the very first time ","Anyone up for yogurt Karhi I m making one for the very first time "," yogurt Karhi m making very time"
"8469",4,1468380811,"Tue Apr 07 01:19:11 PDT 2009","NO_QUERY","jomanlk","Theres a gonuts near BC. I just had 3. Glazed, Strawberry hearth something and another strawberry flavoured one. ","Theres a gonuts near BC I just had 3 Glazed Strawberry hearth something and another strawberry flavoured one ","Theres a gonuts near BC I just had 3 Glazed Strawberry hearth something and another strawberry flavoured one "," Theres gonuts near just had Glazed Strawberry hearth strawberry flavoured"
"8470",4,1468380858,"Tue Apr 07 01:19:13 PDT 2009","NO_QUERY","Fatgadget","@corecases Hi mate ","corecases Hi mate ","corecases Hi mate "," corecases mate"
"8471",4,1468380926,"Tue Apr 07 01:19:14 PDT 2009","NO_QUERY","chantelleaustin","*bursts through the Twitter doors* Hellooooooooo!  ","bursts through the Twitter doors Hellooooooooo  ","bursts through the Twitter doors Hellooooooooo  "," bursts Twitter doors Hellooooooooo"
"8472",4,1468380967,"Tue Apr 07 01:19:15 PDT 2009","NO_QUERY","scottjbarr","@radarlistener enjoy your freedom and partying ","radarlistener enjoy your freedom and partying ","radarlistener enjoy your freedom and partying "," radarlistener enjoy freedom partying"
"8473",4,1468380972,"Tue Apr 07 01:19:15 PDT 2009","NO_QUERY","laracroft1983","@sanjay_shah it was indeed. Can't wait for California event in Sept! Great catching up with you again ","sanjayshah it was indeed Can't wait for California event in Sept Great catching up with you again ","sanjayshah it was indeed Can t wait for California event in Sept Great catching up with you again "," sanjayshah was wait California event Sept Great catching"
"8474",4,1468380978,"Tue Apr 07 01:19:15 PDT 2009","NO_QUERY","sarahnewton","@joannayoung Sun shining here ","joannayoung Sun shining here ","joannayoung Sun shining here "," joannayoung Sun shining"
"8475",4,1468381075,"Tue Apr 07 01:19:17 PDT 2009","NO_QUERY","SarahSaner","@Rustyrockets check out our convo about you! lol Stop fighting it Russ I know you want to say something! ","Rustyrockets check out our convo about you lol Stop fighting it Russ I know you want to say something ","Rustyrockets check out our convo about you lol Stop fighting it Russ I know you want to say something "," Rustyrockets check convo lol Stop fighting Russ know want say"
"8476",4,1468381122,"Tue Apr 07 01:19:18 PDT 2009","NO_QUERY","ir0nisland","@MyNameIsIngrid Just think one day the'll be history books about you and how sleepy you were ","MyNameIsIngrid Just think one day the'll be history books about you and how sleepy you were ","MyNameIsIngrid Just think one day the ll be history books about you and how sleepy you were "," MyNameIsIngrid think day ll be history books sleepy were"
"8477",4,1468381125,"Tue Apr 07 01:19:18 PDT 2009","NO_QUERY","breelovestennis","adjusting to the twitter life ","adjusting to the twitter life ","adjusting to the twitter life "," adjusting twitter life"
"8478",4,1468381228,"Tue Apr 07 01:19:21 PDT 2009","NO_QUERY","NicoledeGroot","is getting ready for her job interview ","is getting ready for her job interview ","is getting ready for her job interview "," is getting ready job interview"
"8479",4,1468381261,"Tue Apr 07 01:19:21 PDT 2009","NO_QUERY","MightyJordan","YES!!! New Zune coming this year, and it's almost certain to be a worldwide release at last!!!   http://bit.ly/6Uwk","YES New Zune coming this year and it's almost certain to be a worldwide release at last   http//bitly/6Uwk","YES New Zune coming this year and it s almost certain to be a worldwide release at last   http  bitly 6Uwk"," New Zune coming year s certain be worldwide release last http bitly 6Uwk"
"8480",4,1468381266,"Tue Apr 07 01:19:21 PDT 2009","NO_QUERY","tractorqueen","@lstrob but u had a great time &amp; they remembered u. That's more important. Think u scored extra brownie points with JK with that tee! ","lstrob but u had a great time amp they remembered u That's more important Think u scored extra brownie points with JK with that tee ","lstrob but u had a great time amp they remembered u That s more important Think u scored extra brownie points with JK with that tee "," lstrob had great time amp remembered s important Think scored extra brownie points JK tee"
"8481",4,1468381341,"Tue Apr 07 01:19:23 PDT 2009","NO_QUERY","marktheking","Got to see my bestftiend 2nite. ","Got to see my bestftiend 2nite ","Got to see my bestftiend 2nite "," Got see bestftiend 2nite"
"8482",4,1468381361,"Tue Apr 07 01:19:23 PDT 2009","NO_QUERY","Dr_Black","@CHRISDJMOYLES Hi Chris! Ru gonna drop in on Bletchley Park nr MK?I'm sure they wud luv 2 c u  #bpark","CHRISDJMOYLES Hi Chris Ru gonna drop in on Bletchley Park nr MKI'm sure they wud luv 2 c u  bpark","CHRISDJMOYLES Hi Chris Ru gonna drop in on Bletchley Park nr MKI m sure they wud luv 2 c u  bpark"," CHRISDJMOYLES Chris Ru gonna drop Bletchley Park MKI m sure wud luv bpark"
"8483",4,1468381394,"Tue Apr 07 01:19:24 PDT 2009","NO_QUERY","ophilialeung","Just Married ","Just Married ","Just Married "," Married"
"8484",4,1468381416,"Tue Apr 07 01:19:24 PDT 2009","NO_QUERY","Renayhe","follow me ","follow me ","follow me "," follow"
"8485",4,1468381431,"Tue Apr 07 01:19:25 PDT 2009","NO_QUERY","RoseStack","@rawrimatoaster woo. can't wait ","rawrimatoaster woo can't wait ","rawrimatoaster woo can t wait "," rawrimatoaster woo wait"
"8486",4,1468381484,"Tue Apr 07 01:19:26 PDT 2009","NO_QUERY","teenymunchkins","@MilkyMooMoo nice and sunn here too in Cambs ","MilkyMooMoo nice and sunn here too in Cambs ","MilkyMooMoo nice and sunn here too in Cambs "," MilkyMooMoo nice sunn Cambs"
"8487",4,1468381509,"Tue Apr 07 01:19:26 PDT 2009","NO_QUERY","MegsEggs","Looking forward to tonight  Over to Evie Stevie's for dinner and a movie with Psquared and Kasi. YaY!","Looking forward to tonight  Over to Evie Stevie's for dinner and a movie with Psquared and Kasi YaY","Looking forward to tonight  Over to Evie Stevie s for dinner and a movie with Psquared and Kasi YaY"," Looking Evie Stevie s dinner movie Psquared Kasi YaY"
"8488",4,1468391180,"Tue Apr 07 01:22:57 PDT 2009","NO_QUERY","sjnaughton","I'm reading some more of Agile Principales, Patterns and Prictices in C#, it's quite a good read actually it flows quite well so far ","I'm reading some more of Agile Principales Patterns and Prictices in C it's quite a good read actually it flows quite well so far ","I m reading some more of Agile Principales Patterns and Prictices in C it s quite a good read actually it flows quite well so far "," m reading Agile Principales Patterns Prictices C s good read flows well"
"8489",4,1468391201,"Tue Apr 07 01:22:57 PDT 2009","NO_QUERY","arilovesyou","finally home! ","finally home ","finally home "," home"
"8490",4,1468391223,"Tue Apr 07 01:22:57 PDT 2009","NO_QUERY","voltoor","2 sites in progress being made, few extra $$ along with stimulas $900, might take a trip before xmas ","2 sites in progress being made few extra  along with stimulas 900 might take a trip before xmas ","2 sites in progress being made few extra  along with stimulas 900 might take a trip before xmas "," sites progress being made extra stimulas take trip xmas"
"8491",4,1468391245,"Tue Apr 07 01:22:58 PDT 2009","NO_QUERY","SamHawkins","Wow! Over 100 followers! Thanks for following everyone ","Wow Over 100 followers Thanks for following everyone ","Wow Over 100 followers Thanks for following everyone "," followers Thanks following"
"8492",4,1468391285,"Tue Apr 07 01:23:00 PDT 2009","NO_QUERY","ashwinks","9.04 Beta. painless upgrade. ","904 Beta painless upgrade ","904 Beta painless upgrade "," Beta painless upgrade"
"8493",4,1468391332,"Tue Apr 07 01:23:00 PDT 2009","NO_QUERY","hiabowman","@virtualewit well I don't plan on baking any but anytime I buy one I'll get an extra one for you ","virtualewit well I don't plan on baking any but anytime I buy one I'll get an extra one for you ","virtualewit well I don t plan on baking any but anytime I buy one I ll get an extra one for you "," virtualewit well don plan baking anytime buy ll get extra"
"8494",4,1468391454,"Tue Apr 07 01:23:03 PDT 2009","NO_QUERY","natzclaxton","I'm lying in bed not wanting to get up just yet... Lookin 4ward 2 another good day!!! ","I'm lying in bed not wanting to get up just yet Lookin 4ward 2 another good day ","I m lying in bed not wanting to get up just yet Lookin 4ward 2 another good day "," m lying bed wanting get just Lookin good day"
"8495",4,1468391584,"Tue Apr 07 01:23:06 PDT 2009","NO_QUERY","noahleggett","going to bed, two more days of school after tomorrow, then a three day weekend. ","going to bed two more days of school after tomorrow then a three day weekend ","going to bed two more days of school after tomorrow then a three day weekend "," going bed days school then day weekend"
"8496",4,1468391612,"Tue Apr 07 01:23:06 PDT 2009","NO_QUERY","mikeewth","@mileycyrus - hey  i just wanted to ask how old you were when you first learned the guitar.. thanks","mileycyrus  hey  i just wanted to ask how old you were when you first learned the guitar thanks","mileycyrus  hey  i just wanted to ask how old you were when you first learned the guitar thanks"," mileycyrus just wanted ask old were learned guitar thanks"
"8497",4,1468391737,"Tue Apr 07 01:23:09 PDT 2009","NO_QUERY","2bitwannabe","@toxinide I hope you get an interview mate ","toxinide I hope you get an interview mate ","toxinide I hope you get an interview mate "," toxinide hope get interview mate"
"8498",4,1468391756,"Tue Apr 07 01:23:09 PDT 2009","NO_QUERY","Lysie","going shopping in Reading in bit   and having lunch with mum   now just got to decide pizza or pie place for lunch....??","going shopping in Reading in bit   and having lunch with mum   now just got to decide pizza or pie place for lunch","going shopping in Reading in bit   and having lunch with mum   now just got to decide pizza or pie place for lunch"," going shopping Reading bit having lunch mum just got decide pizza pie place lunch"
"8499",4,1468391777,"Tue Apr 07 01:23:10 PDT 2009","NO_QUERY","anxiogene","hello everybody ","hello everybody ","hello everybody "," hello"
"8500",4,1468391811,"Tue Apr 07 01:23:11 PDT 2009","NO_QUERY","MikeyyBoy","I'm just,chatting with Michelle and Charles! ","I'm justchatting with Michelle and Charles ","I m justchatting with Michelle and Charles "," m justchatting Michelle Charles"
"8501",4,1468391940,"Tue Apr 07 01:23:13 PDT 2009","NO_QUERY","wzrdry","@Apollo2077 GOODMORNING ","Apollo2077 GOODMORNING ","Apollo2077 GOODMORNING "," Apollo2077 GOODMORNING"
"8502",4,1468391982,"Tue Apr 07 01:23:13 PDT 2009","NO_QUERY","mynamesjade","thinking of ideas and inspiration for raspberry soda photoshoot  while playing grand theft auto of corse","thinking of ideas and inspiration for raspberry soda photoshoot  while playing grand theft auto of corse","thinking of ideas and inspiration for raspberry soda photoshoot  while playing grand theft auto of corse"," thinking ideas inspiration raspberry soda photoshoot while playing grand theft auto corse"
"8503",4,1468392061,"Tue Apr 07 01:23:15 PDT 2009","NO_QUERY","KristenKreuk","Do visit www.girlsbydesign.com and www.blog.girlsbydesign.com to check out our blogs. We do try to get on as much as we can for everyone ","Do visit wwwgirlsbydesigncom and wwwbloggirlsbydesigncom to check out our blogs We do try to get on as much as we can for everyone ","Do visit wwwgirlsbydesigncom and wwwbloggirlsbydesigncom to check out our blogs We do try to get on as much as we can for everyone "," Do visit wwwgirlsbydesigncom wwwbloggirlsbydesigncom check blogs do try get"
"8504",4,1468392064,"Tue Apr 07 01:23:17 PDT 2009","NO_QUERY","EPMorgan","@sk8mate It's today!! See you soon ","sk8mate It's today See you soon ","sk8mate It s today See you soon "," sk8mate s See"
"8505",4,1468392073,"Tue Apr 07 01:23:15 PDT 2009","NO_QUERY","tnap1979","at resolution of 1680x1050, all medium settings to test on fraps locked 30 FPS perfectly smooth video, on youtube now...  link to follow","at resolution of 1680x1050 all medium settings to test on fraps locked 30 FPS perfectly smooth video on youtube now  link to follow","at resolution of 1680x1050 all medium settings to test on fraps locked 30 FPS perfectly smooth video on youtube now  link to follow"," resolution medium settings test fraps locked FPS smooth video youtube link follow"
"8506",4,1468392091,"Tue Apr 07 01:23:16 PDT 2009","NO_QUERY","thibet","@spyros_vj @gtzi @sotomi @dimrac @aspaonline @panos  read that blog http://www.telegourmet.org/ amazing about wine and food ","spyrosvj gtzi sotomi dimrac aspaonline panos  read that blog http//wwwtelegourmetorg/ amazing about wine and food ","spyrosvj gtzi sotomi dimrac aspaonline panos  read that blog http  wwwtelegourmetorg  amazing about wine and food "," spyrosvj gtzi sotomi dimrac aspaonline panos read blog http wwwtelegourmetorg amazing wine food"
