"","X","V1","V2","V3","V4","V5","V6","V6_clean1","V6_clean2","V6_clean3"
"9173",9173,4,1468476613,"Tue Apr 07 01:54:29 PDT 2009","NO_QUERY","jaronmc","@justads Listening to it now, it's all coming back... I know all these songs, just not by name ","justads Listening to it now it's all coming back I know all these songs just not by name ","justads Listening to it now it s all coming back I know all these songs just not by name "," justads Listening s coming back know songs just name"
"3076",3076,0,1468511722,"Tue Apr 07 02:07:13 PDT 2009","NO_QUERY","poster_girl","isn't feeling well, still don't get why people say they're pregnancy is the most beautifull time of they're life ","isn't feeling well still don't get why people say they're pregnancy is the most beautifull time of they're life ","isn t feeling well still don t get why people say they re pregnancy is the most beautifull time of they re life "," isn feeling well still don get people say pregnancy is beautifull time life"
"5967",5967,4,1468004185,"Mon Apr 06 23:12:51 PDT 2009","NO_QUERY","_iStone_","http://twitpic.com/2y3pg Not what I need for my current project, but THIS is ONE FUN &amp; FUNKY FONT! ","http//twitpiccom/2y3pg Not what I need for my current project but THIS is ONE FUN amp FUNKY FONT ","http  twitpiccom 2y3pg Not what I need for my current project but THIS is ONE FUN amp FUNKY FONT "," http twitpiccom 2y3pg need current project is FUN amp FUNKY FONT"
"1162",1162,0,1468098454,"Mon Apr 06 23:42:17 PDT 2009","NO_QUERY","jeffsimons","Morning everyone! In serious need of some decent coffee.. why isn't the catering open yet at 08.30? ","Morning everyone In serious need of some decent coffee why isn't the catering open yet at 0830 ","Morning everyone In serious need of some decent coffee why isn t the catering open yet at 0830 "," Morning serious need decent coffee isn catering open"
"8699",8699,4,1468419055,"Tue Apr 07 01:33:08 PDT 2009","NO_QUERY","Olliemac","Is a cracking sunny morning in belfast it ","Is a cracking sunny morning in belfast it ","Is a cracking sunny morning in belfast it "," Is cracking sunny morning belfast"
"815",815,0,1468012742,"Mon Apr 06 23:15:25 PDT 2009","NO_QUERY","awesome_jordy","being bored at homee ","being bored at homee ","being bored at homee "," being bored homee"
"3019",3019,0,1468499488,"Tue Apr 07 02:02:45 PDT 2009","NO_QUERY","sanjay2005","still in the business plan meeting.. Too many back to back presentations ","still in the business plan meeting Too many back to back presentations ","still in the business plan meeting Too many back to back presentations "," still business plan meeting back back presentations"
"4327",4327,0,1468794147,"Tue Apr 07 03:46:12 PDT 2009","NO_QUERY","sleebee123","@miraget  ...I just did laundry!   But now it's 7am.  Lame ","miraget  I just did laundry   But now it's 7am  Lame ","miraget  I just did laundry   But now it s 7am  Lame "," miraget just did laundry s Lame"
"6014",6014,4,1468006146,"Mon Apr 06 23:13:25 PDT 2009","NO_QUERY","lizamtl","@Katnkyeri MAD RESPECT to you! ","Katnkyeri MAD RESPECT to you ","Katnkyeri MAD RESPECT to you "," Katnkyeri MAD RESPECT"
"8867",8867,4,1468435856,"Tue Apr 07 01:39:19 PDT 2009","NO_QUERY","alviena","listening to Richard Hawley, Baby you're my light ","listening to Richard Hawley Baby you're my light ","listening to Richard Hawley Baby you re my light "," listening Richard Hawley Baby light"
"6344",6344,4,1468056000,"Mon Apr 06 23:28:53 PDT 2009","NO_QUERY","sangerette","@MajorGutterball and goodnight also! ","MajorGutterball and goodnight also ","MajorGutterball and goodnight also "," MajorGutterball goodnight"
"1986",1986,0,1468278840,"Tue Apr 07 00:42:39 PDT 2009","NO_QUERY","markbrown83","off to work ","off to work ","off to work "," work"
"8549",8549,4,1468393756,"Tue Apr 07 01:23:54 PDT 2009","NO_QUERY","amanduhwood","had a fun, yet unexpected night. yay for long random talks with mattie and tori! also dinner with nick and the gang was yummy ","had a fun yet unexpected night yay for long random talks with mattie and tori also dinner with nick and the gang was yummy ","had a fun yet unexpected night yay for long random talks with mattie and tori also dinner with nick and the gang was yummy "," had fun unexpected night long random talks mattie tori dinner nick gang was yummy"
"4117",4117,0,1468748726,"Tue Apr 07 03:31:20 PDT 2009","NO_QUERY","tomlau","@richiejape We can expect more of that txt speak when the txt message levy comes in ","richiejape We can expect more of that txt speak when the txt message levy comes in ","richiejape We can expect more of that txt speak when the txt message levy comes in "," richiejape expect txt speak txt message levy comes"
"221",221,0,1467871223,"Mon Apr 06 22:35:35 PDT 2009","NO_QUERY","vcf2","@David_Henrie *thats people mag haha i couldnt fit it all in.. i dont think those pictures ever made it in the magazine tho!  haha","DavidHenrie thats people mag haha i couldnt fit it all in i dont think those pictures ever made it in the magazine tho  haha","DavidHenrie thats people mag haha i couldnt fit it all in i dont think those pictures ever made it in the magazine tho  haha"," DavidHenrie thats people mag haha couldnt fit dont think pictures made magazine tho haha"
"3548",3548,0,1468622735,"Tue Apr 07 02:47:27 PDT 2009","NO_QUERY","marktheescape","Finally home from work ","Finally home from work ","Finally home from work "," home work"
"5264",5264,4,1467863697,"Mon Apr 06 22:33:35 PDT 2009","NO_QUERY","witchycharm","eating ice cream to reduce the heat ","eating ice cream to reduce the heat ","eating ice cream to reduce the heat "," eating ice cream reduce heat"
"8350",8350,4,1468365782,"Tue Apr 07 01:13:42 PDT 2009","NO_QUERY","mihaibojin","I always wanted to say: &quot;Riveting!&quot; about something so here it is: http://digg.com/d1o7dk Riveting ! (according to New York Times ","I always wanted to say quotRivetingquot about something so here it is http//diggcom/d1o7dk Riveting  according to New York Times ","I always wanted to say quotRivetingquot about something so here it is http  diggcom d1o7dk Riveting  according to New York Times "," wanted say quotRivetingquot is http diggcom d1o7dk Riveting according New York Times"
"7168",7168,4,1468193397,"Tue Apr 07 00:13:21 PDT 2009","NO_QUERY","krz","Never mind, it was 100% worth it. ","Never mind it was 100 worth it ","Never mind it was 100 worth it "," mind was worth"
"6333",6333,4,1468055785,"Mon Apr 06 23:28:49 PDT 2009","NO_QUERY","artemis74","Good morning everybody! ","Good morning everybody ","Good morning everybody "," Good morning"
"2742",2742,0,1468443393,"Tue Apr 07 01:42:08 PDT 2009","NO_QUERY","potternuts","@clairefallen Nah, everyone! ","clairefallen Nah everyone ","clairefallen Nah everyone "," clairefallen"
"9807",9807,4,1468571351,"Tue Apr 07 02:29:01 PDT 2009","NO_QUERY","fiskerton","@katpaps Well, I must say, your comments have even got me thinking his hair looks rather sexy, so I doubt she has much chance to resist ","katpaps Well I must say your comments have even got me thinking his hair looks rather sexy so I doubt she has much chance to resist ","katpaps Well I must say your comments have even got me thinking his hair looks rather sexy so I doubt she has much chance to resist "," katpaps say comments have even got thinking hair looks sexy doubt has chance resist"
"8202",8202,4,1468349267,"Tue Apr 07 01:07:40 PDT 2009","NO_QUERY","SusanPAus","@steveagee LOL//ahh..there is really no come back (pardon pun) to that ","steveagee LOL//ahhthere is really no come back pardon pun to that ","steveagee LOL  ahhthere is really no come back pardon pun to that "," steveagee LOL ahhthere is no come back pardon pun"
"6058",6058,4,1468007629,"Mon Apr 06 23:13:52 PDT 2009","NO_QUERY","RoCkThAtThAnG","@Prince_P follow me chris!! ","PrinceP follow me chris ","PrinceP follow me chris "," PrinceP follow chris"
"8084",8084,4,1468324654,"Tue Apr 07 00:59:02 PDT 2009","NO_QUERY","wolfcat","@TimNoonan  o.k... will retract coward comments ","TimNoonan  ok will retract coward comments ","TimNoonan  ok will retract coward comments "," TimNoonan ok will retract coward comments"
"3717",3717,0,1468657023,"Tue Apr 07 02:59:56 PDT 2009","NO_QUERY","blurbie","is really, really tired, and hasn't slept in days. Can barely keep my eyes open  Really missing my sanity.","is really really tired and hasn't slept in days Can barely keep my eyes open  Really missing my sanity","is really really tired and hasn t slept in days Can barely keep my eyes open  Really missing my sanity"," is tired hasn slept days keep eyes open missing sanity"
"1785",1785,0,1468231861,"Tue Apr 07 00:26:27 PDT 2009","NO_QUERY","peebzmc","In work  sooo bored !","In work  sooo bored ","In work  sooo bored "," work sooo bored"
"2301",2301,0,1468346994,"Tue Apr 07 01:06:53 PDT 2009","NO_QUERY","cynicalscribble","completing reports and meetings this morning.  Interviewing people this afternoon, busy bee today blurrgghh ","completing reports and meetings this morning  Interviewing people this afternoon busy bee today blurrgghh ","completing reports and meetings this morning  Interviewing people this afternoon busy bee today blurrgghh "," completing reports meetings morning Interviewing people afternoon busy bee blurrgghh"
"9566",9566,4,1468541199,"Tue Apr 07 02:18:06 PDT 2009","NO_QUERY","Arctida","@Starrybluesky Hello back at ya  and Thank you!","Starrybluesky Hello back at ya  and Thank you","Starrybluesky Hello back at ya  and Thank you"," Starrybluesky back Thank"
"4406",4406,0,1468816624,"Tue Apr 07 03:53:18 PDT 2009","NO_QUERY","MadCarlotta","@SonnyShear I love them too. Husband, not so much. Therefore, no chimes for me ","SonnyShear I love them too Husband not so much Therefore no chimes for me ","SonnyShear I love them too Husband not so much Therefore no chimes for me "," SonnyShear love Husband no chimes"
"2398",2398,0,1468370135,"Tue Apr 07 01:15:16 PDT 2009","NO_QUERY","baybiegela","you PROMISED not to leave me, right?? i hope you wouldn't break that promise.  ","you PROMISED not to leave me right i hope you wouldn't break that promise  ","you PROMISED not to leave me right i hope you wouldn t break that promise  "," PROMISED leave right hope wouldn break promise"
"986",986,0,1468052908,"Mon Apr 06 23:27:58 PDT 2009","NO_QUERY","Materialgirl21","Nw more confused then ever! ","Nw more confused then ever ","Nw more confused then ever "," Nw confused then"
"5723",5723,4,1467952961,"Mon Apr 06 22:58:23 PDT 2009","NO_QUERY","bonann","@jlsbby http://twitpic.com/2y0fo - cutest dog ever  what's his name?","jlsbby http//twitpiccom/2y0fo  cutest dog ever  what's his name","jlsbby http  twitpiccom 2y0fo  cutest dog ever  what s his name"," jlsbby http twitpiccom 2y0fo dog s name"
"3680",3680,0,1468649284,"Tue Apr 07 02:57:05 PDT 2009","NO_QUERY","bloomworthy","@cincincintya my seed is on the verge of death!  thinking of what seedling i can plant to replace","cincincintya my seed is on the verge of death  thinking of what seedling i can plant to replace","cincincintya my seed is on the verge of death  thinking of what seedling i can plant to replace"," cincincintya seed is verge death thinking seedling plant replace"
"1554",1554,0,1468177620,"Tue Apr 07 00:08:13 PDT 2009","NO_QUERY","silver378","@babybazooka i do too...but it's hard ","babybazooka i do toobut it's hard ","babybazooka i do toobut it s hard "," babybazooka do toobut s hard"
"2374",2374,0,1468363386,"Tue Apr 07 01:12:49 PDT 2009","NO_QUERY","chrismevans","Argh.  Driving into London today.  Made a wrong turn at Kings-X - stuck in an extra 30 minutes of logjam traffic ","Argh  Driving into London today  Made a wrong turn at KingsX  stuck in an extra 30 minutes of logjam traffic ","Argh  Driving into London today  Made a wrong turn at KingsX  stuck in an extra 30 minutes of logjam traffic "," Argh Driving London Made wrong turn KingsX stuck extra minutes logjam traffic"
"2531",2531,0,1468395211,"Tue Apr 07 01:24:26 PDT 2009","NO_QUERY","NooNoosMcD","@ExMi Hey doll, sorry to hear bout ur doggie  Hope he comes home soon!  Would help u look if i weren't so far away!!","ExMi Hey doll sorry to hear bout ur doggie  Hope he comes home soon  Would help u look if i weren't so far away","ExMi Hey doll sorry to hear bout ur doggie  Hope he comes home soon  Would help u look if i weren t so far away"," ExMi doll sorry hear bout ur doggie Hope comes home help look weren away"
"4833",4833,0,1468919216,"Tue Apr 07 04:24:21 PDT 2009","NO_QUERY","rricky","@beckamcmaster general cleaning, very dull ","beckamcmaster general cleaning very dull ","beckamcmaster general cleaning very dull "," beckamcmaster general cleaning very dull"
"1726",1726,0,1468217493,"Tue Apr 07 00:21:24 PDT 2009","NO_QUERY","SimonFilmer","Time to get me ass in gear and start the day ","Time to get me ass in gear and start the day ","Time to get me ass in gear and start the day "," Time get ass gear start day"
"2620",2620,0,1468415328,"Tue Apr 07 01:31:42 PDT 2009","NO_QUERY","BC0W","Off to see my German girl for her last night in Brisbane ","Off to see my German girl for her last night in Brisbane ","Off to see my German girl for her last night in Brisbane "," see German girl last night Brisbane"
"2791",2791,0,1468451020,"Tue Apr 07 01:45:00 PDT 2009","NO_QUERY","Jimmyw23","Off to the hospital soon. Kinda sucks I'm not allowed to eat anything  x","Off to the hospital soon Kinda sucks I'm not allowed to eat anything  x","Off to the hospital soon Kinda sucks I m not allowed to eat anything  x"," hospital sucks m allowed eat"
"2936",2936,0,1468483396,"Tue Apr 07 01:57:06 PDT 2009","NO_QUERY","snice","@mercygrl oh wow, a little chubster.  You cant invite ppl to play uno on facebook at the moment ","mercygrl oh wow a little chubster  You cant invite ppl to play uno on facebook at the moment ","mercygrl oh wow a little chubster  You cant invite ppl to play uno on facebook at the moment "," mercygrl wow little chubster cant invite ppl play uno facebook moment"
"5704",5704,4,1467952206,"Mon Apr 06 22:58:09 PDT 2009","NO_QUERY","kousik","@privarma I hope the Rupee symbol won't look like the &quot;R&quot; they use in Reliance ","privarma I hope the Rupee symbol won't look like the quotRquot they use in Reliance ","privarma I hope the Rupee symbol won t look like the quotRquot they use in Reliance "," privarma hope Rupee symbol won look like quotRquot use Reliance"
"9624",9624,4,1468543542,"Tue Apr 07 02:19:00 PDT 2009","NO_QUERY","lollipop26","Landed in Belfast. It's wee this wee that ","Landed in Belfast It's wee this wee that ","Landed in Belfast It s wee this wee that "," Landed Belfast s wee wee"
"5764",5764,4,1467954521,"Mon Apr 06 22:58:50 PDT 2009","NO_QUERY","ianbsc","Dan leapt out of bed to take pictures of the lake. Snow on the ground but warm in the low morning sun. Bacon time ","Dan leapt out of bed to take pictures of the lake Snow on the ground but warm in the low morning sun Bacon time ","Dan leapt out of bed to take pictures of the lake Snow on the ground but warm in the low morning sun Bacon time "," Dan leapt bed take pictures lake Snow ground warm low morning sun Bacon time"
"2449",2449,0,1468379489,"Tue Apr 07 01:18:41 PDT 2009","NO_QUERY","Laura6476","I wish my iPhone would let me do the @ thing  it would be SO much easier","I wish my iPhone would let me do the  thing  it would be SO much easier","I wish my iPhone would let me do the  thing  it would be SO much easier"," wish iPhone let do thing be"
"1696",1696,0,1468212015,"Tue Apr 07 00:19:35 PDT 2009","NO_QUERY","kulit","@stephenkruiser sorry to hear about your dog. ","stephenkruiser sorry to hear about your dog ","stephenkruiser sorry to hear about your dog "," stephenkruiser sorry hear dog"
"593",593,0,1467962336,"Mon Apr 06 23:00:55 PDT 2009","NO_QUERY","umfoo","my heart is broken every morning dropping Foo at pre school, now i understand when moms say &quot;he has my heart broken&quot;. ","my heart is broken every morning dropping Foo at pre school now i understand when moms say quothe has my heart brokenquot ","my heart is broken every morning dropping Foo at pre school now i understand when moms say quothe has my heart brokenquot "," heart is broken morning dropping Foo school understand moms say quothe has heart brokenquot"
"8237",8237,4,1468351109,"Tue Apr 07 01:08:19 PDT 2009","NO_QUERY","dongwayne","going to buy easter eggs. yay ","going to buy easter eggs yay ","going to buy easter eggs yay "," going buy easter eggs"
"9743",9743,4,1468558380,"Tue Apr 07 02:24:25 PDT 2009","NO_QUERY","HastaLaVegan","@iwrotethis: Nope, you just caught me, cheers, I'm sure I will. Hope the sunshine holds out for you ","iwrotethis Nope you just caught me cheers I'm sure I will Hope the sunshine holds out for you ","iwrotethis Nope you just caught me cheers I m sure I will Hope the sunshine holds out for you "," iwrotethis just caught cheers m sure will Hope sunshine holds"
"3068",3068,0,1468510181,"Tue Apr 07 02:06:41 PDT 2009","NO_QUERY","hypknotoad","Can't get past 43 in flight control  http://twitpic.com/2y7f2","Can't get past 43 in flight control  http//twitpiccom/2y7f2","Can t get past 43 in flight control  http  twitpiccom 2y7f2"," get past flight control http twitpiccom"
"8919",8919,4,1468447659,"Tue Apr 07 01:43:43 PDT 2009","NO_QUERY","RoM_EN","Taking it slow today - still suffering from a lack of sleep. But as there's just a bit of patching today... *snore*  http://bit.ly/f5g3","Taking it slow today  still suffering from a lack of sleep But as there's just a bit of patching today snore  http//bitly/f5g3","Taking it slow today  still suffering from a lack of sleep But as there s just a bit of patching today snore  http  bitly f5g3"," Taking slow still suffering lack sleep s just bit patching snore http bitly f5g3"
"6695",6695,4,1468117442,"Mon Apr 06 23:48:34 PDT 2009","NO_QUERY","mattcorr","Totally in awe of Firebug for Firefox. Wow.. now that is a cool tool ","Totally in awe of Firebug for Firefox Wow now that is a cool tool ","Totally in awe of Firebug for Firefox Wow now that is a cool tool "," awe Firebug Firefox is cool tool"
"3789",3789,0,1468676206,"Tue Apr 07 03:06:16 PDT 2009","NO_QUERY","blacklickorish","@darenzia  assuming i wont get to see u before u leave...i'll miss u punkin : *","darenzia  assuming i wont get to see u before u leavei'll miss u punkin  ","darenzia  assuming i wont get to see u before u leavei ll miss u punkin  "," darenzia assuming wont get see leavei ll miss punkin"
"3853",3853,0,1468687808,"Tue Apr 07 03:10:22 PDT 2009","NO_QUERY","duskyazure","Well that was a waste of time ","Well that was a waste of time ","Well that was a waste of time "," was waste time"
"2714",2714,0,1468435637,"Tue Apr 07 01:39:14 PDT 2009","NO_QUERY","meghanaksagar","@omkar_kurode : you won coz i created &quot;avenues&quot; for you! and yeah, i made the mistake of choosing TANGO over ZONE ","omkarkurode  you won coz i created quotavenuesquot for you and yeah i made the mistake of choosing TANGO over ZONE ","omkarkurode  you won coz i created quotavenuesquot for you and yeah i made the mistake of choosing TANGO over ZONE "," omkarkurode won coz created quotavenuesquot made mistake choosing TANGO ZONE"
"9948",9948,4,1468597748,"Tue Apr 07 02:38:20 PDT 2009","NO_QUERY","weinerburger","just got home from work  @f_florentina  heyyyy, how was the phoro studio thinggy? you coming to school tomorrow?","just got home from work  fflorentina  heyyyy how was the phoro studio thinggy you coming to school tomorrow","just got home from work  fflorentina  heyyyy how was the phoro studio thinggy you coming to school tomorrow"," just got home work fflorentina heyyyy was phoro studio thinggy coming school"
"2481",2481,0,1468385804,"Tue Apr 07 01:20:58 PDT 2009","NO_QUERY","VioletsCRUK","@jason_2008 Hello! Im out of coffee this morning..that's what i get for winding you up yesterday!!! Lol  Have a good day!","jason2008 Hello Im out of coffee this morningthat's what i get for winding you up yesterday Lol  Have a good day","jason2008 Hello Im out of coffee this morningthat s what i get for winding you up yesterday Lol  Have a good day"," Im coffee morningthat s get winding Lol Have good day"
"3360",3360,0,1468575633,"Tue Apr 07 02:30:28 PDT 2009","NO_QUERY","jnjr83","@babyvtec geez it's so late for you!! Good luck at work tomorrow  I am soooo knackered too. Love you!","babyvtec geez it's so late for you Good luck at work tomorrow  I am soooo knackered too Love you","babyvtec geez it s so late for you Good luck at work tomorrow  I am soooo knackered too Love you"," babyvtec geez s late Good luck work am soooo knackered Love"
"6501",6501,4,1468086982,"Mon Apr 06 23:38:30 PDT 2009","NO_QUERY","gracebagunu","ah...another day done...time for bed, gotta do it all over again tomorrow!  Night night ya'll!","ahanother day donetime for bed gotta do it all over again tomorrow  Night night ya'll","ahanother day donetime for bed gotta do it all over again tomorrow  Night night ya ll"," ahanother day donetime bed gotta do Night night ll"
"6437",6437,4,1468072458,"Mon Apr 06 23:33:53 PDT 2009","NO_QUERY","liswebnet","...cause they're really high and fluffy on the inside  http://twitpic.com/2y487","cause they're really high and fluffy on the inside  http//twitpiccom/2y487","cause they re really high and fluffy on the inside  http  twitpiccom 2y487"," cause high fluffy inside http twitpiccom"
"6895",6895,4,1468146728,"Mon Apr 06 23:58:24 PDT 2009","NO_QUERY","marksmithers","@middleclassgirl well that was succinct ","middleclassgirl well that was succinct ","middleclassgirl well that was succinct "," middleclassgirl well was succinct"
"5471",5471,4,1467901331,"Mon Apr 06 22:43:49 PDT 2009","NO_QUERY","omg_pichu","@Croconaw goodnight ","Croconaw goodnight ","Croconaw goodnight "," Croconaw goodnight"
"5688",5688,4,1467951626,"Mon Apr 06 22:58:00 PDT 2009","NO_QUERY","mjc199","night twittys! i hope to dream of  johnny depp again ","night twittys i hope to dream of  johnny depp again ","night twittys i hope to dream of  johnny depp again "," night twittys hope dream johnny depp"
"1722",1722,0,1468216479,"Tue Apr 07 00:21:03 PDT 2009","NO_QUERY","tresa_ita","....it's just fever... ","it's just fever ","it s just fever "," s just fever"
"1045",1045,0,1468068303,"Mon Apr 06 23:32:33 PDT 2009","NO_QUERY","rob_fitzpatrick","@gracedent it's her &quot;hair&quot; I can't deal with ","gracedent it's her quothairquot I can't deal with ","gracedent it s her quothairquot I can t deal with "," gracedent s quothairquot deal"
"581",581,0,1467959908,"Mon Apr 06 23:00:18 PDT 2009","NO_QUERY","makebelievetree","Evicted ","Evicted ","Evicted "," Evicted"
"4951",4951,0,1468951593,"Tue Apr 07 04:33:26 PDT 2009","NO_QUERY","MinnesotaSamiam","http://news.aol.com/?feature=416950    Very sad. ","http//newsaolcom/feature416950    Very sad ","http  newsaolcom feature416950    Very sad "," http newsaolcom feature416950 sad"
"9766",9766,4,1468569512,"Tue Apr 07 02:28:22 PDT 2009","NO_QUERY","chinewinelover","@beijingboyce Who is @Maotai? I like Maotai spirit very much! ","beijingboyce Who is Maotai I like Maotai spirit very much ","beijingboyce Who is Maotai I like Maotai spirit very much "," beijingboyce Who is Maotai like Maotai spirit very"
"2623",2623,0,1468415592,"Tue Apr 07 01:31:48 PDT 2009","NO_QUERY","moopaloop","Gnah! Inner tube exploded. Gotta get a taxi to work or be late. ","Gnah Inner tube exploded Gotta get a taxi to work or be late ","Gnah Inner tube exploded Gotta get a taxi to work or be late "," Gnah Inner tube exploded Gotta get taxi work be late"
"2753",2753,0,1468444781,"Tue Apr 07 01:42:38 PDT 2009","NO_QUERY","HildeHaddow","Doesn't want to go college  want to cuddle my babyyy","Doesn't want to go college  want to cuddle my babyyy","Doesn t want to go college  want to cuddle my babyyy"," Doesn want go college want cuddle babyyy"
"6605",6605,4,1468102082,"Mon Apr 06 23:43:29 PDT 2009","NO_QUERY","aznhothead5","@derangedangel cheer up its our birthday soon ","derangedangel cheer up its our birthday soon ","derangedangel cheer up its our birthday soon "," derangedangel cheer birthday"
"3461",3461,0,1468599980,"Tue Apr 07 02:39:11 PDT 2009","NO_QUERY","Meryl_F","@alexfoster  re cat. Prob have amazing effect on vet bills too?  Watch for changes in character of remaining cat-puss!","alexfoster  re cat Prob have amazing effect on vet bills too  Watch for changes in character of remaining catpuss","alexfoster  re cat Prob have amazing effect on vet bills too  Watch for changes in character of remaining catpuss"," alexfoster cat Prob have amazing effect vet bills Watch changes character remaining catpuss"
"9678",9678,4,1468555632,"Tue Apr 07 02:23:23 PDT 2009","NO_QUERY","BlazingAmy","mhm up. ohh early for me!- &amp; i feel like whatching Open arms again  [by gary go] ","mhm up ohh early for me amp i feel like whatching Open arms again  by gary go ","mhm up ohh early for me amp i feel like whatching Open arms again  by gary go "," ohh early amp feel like whatching Open arms gary go"
"445",445,0,1467925657,"Mon Apr 06 22:50:34 PDT 2009","NO_QUERY","aisyahsamsudin","running nose + spinning head = not a good combination for a meeting! ","running nose  spinning head  not a good combination for a meeting ","running nose  spinning head  not a good combination for a meeting "," running nose spinning head good combination meeting"
"6603",6603,4,1468101960,"Mon Apr 06 23:43:26 PDT 2009","NO_QUERY","johnhays","@realchrissystar Yes, we certainly will! ","realchrissystar Yes we certainly will ","realchrissystar Yes we certainly will "," realchrissystar will"
"4612",4612,0,1468863900,"Tue Apr 07 04:07:44 PDT 2009","NO_QUERY","ilovegoobeck","@ilovedricoll ohhh stupid whore!! argh  well it is ok . . i love you","ilovedricoll ohhh stupid whore argh  well it is ok   i love you","ilovedricoll ohhh stupid whore argh  well it is ok   i love you"," ilovedricoll ohhh stupid whore argh well is ok love"
"7641",7641,4,1468266482,"Tue Apr 07 00:38:18 PDT 2009","NO_QUERY","cosimo179","@warrenparkinson the production is called Block Party. We dance while playing and making constructions with huge blocks ","warrenparkinson the production is called Block Party We dance while playing and making constructions with huge blocks ","warrenparkinson the production is called Block Party We dance while playing and making constructions with huge blocks "," warrenparkinson production is called Block Party dance while playing making constructions huge blocks"
"2322",2322,0,1468352163,"Tue Apr 07 01:08:45 PDT 2009","NO_QUERY","susanlam","i'm hella breaking out ","i'm hella breaking out ","i m hella breaking out "," m hella breaking"
"6029",6029,4,1468006808,"Mon Apr 06 23:13:37 PDT 2009","NO_QUERY","fallenangel32","can't wait for ball season to start in 3 weeks!  Getting my ball equipment home this week ","can't wait for ball season to start in 3 weeks  Getting my ball equipment home this week ","can t wait for ball season to start in 3 weeks  Getting my ball equipment home this week "," wait ball season start weeks Getting ball equipment home week"
"2460",2460,0,1468382720,"Tue Apr 07 01:19:53 PDT 2009","NO_QUERY","aileen_","the sun sets way too early ","the sun sets way too early ","the sun sets way too early "," sun sets way early"
"2293",2293,0,1468344629,"Tue Apr 07 01:06:00 PDT 2009","NO_QUERY","aleeshajulia","Feel yucky sick this morning ","Feel yucky sick this morning ","Feel yucky sick this morning "," Feel yucky sick morning"
"6338",6338,4,1468055850,"Mon Apr 06 23:28:50 PDT 2009","NO_QUERY","amypaigesexy","Night all, back for more tomorrow ","Night all back for more tomorrow ","Night all back for more tomorrow "," Night back"
"3317",3317,0,1468567016,"Tue Apr 07 02:27:28 PDT 2009","NO_QUERY","lah3x","I will never like getting up at 5 am  dumb work schedule.","I will never like getting up at 5 am  dumb work schedule","I will never like getting up at 5 am  dumb work schedule"," will like getting am dumb work schedule"
"8741",8741,4,1468420812,"Tue Apr 07 01:33:48 PDT 2009","NO_QUERY","brampitoyo","@mrBallistic Very true. Lack of Adobe Apps = focus. Depends on what you do, though. Browser alone could be a distraction ","mrBallistic Very true Lack of Adobe Apps  focus Depends on what you do though Browser alone could be a distraction ","mrBallistic Very true Lack of Adobe Apps  focus Depends on what you do though Browser alone could be a distraction "," mrBallistic true Lack Adobe Apps focus Depends do Browser alone be distraction"
"5151",5151,4,1467843275,"Mon Apr 06 22:28:19 PDT 2009","NO_QUERY","purplehayz","@purrplexa And its a wonderful thing!  I'm all in favor of using the entire English language (shit, I use #expletives too, I think) ","purrplexa And its a wonderful thing  I'm all in favor of using the entire English language shit I use expletives too I think ","purrplexa And its a wonderful thing  I m all in favor of using the entire English language shit I use expletives too I think "," purrplexa wonderful thing m favor using entire English language shit use expletives think"
"6744",6744,4,1468129369,"Mon Apr 06 23:52:32 PDT 2009","NO_QUERY","ChrisHeathcote","Gooooooooood Morning Twitterville. I wonder what today will bring and which song I'll have stuck in my head most of the day ","Gooooooooood Morning Twitterville I wonder what today will bring and which song I'll have stuck in my head most of the day ","Gooooooooood Morning Twitterville I wonder what today will bring and which song I ll have stuck in my head most of the day "," Gooooooooood Morning Twitterville wonder will bring song ll have stuck head day"
"4270",4270,0,1468783655,"Tue Apr 07 03:42:55 PDT 2009","NO_QUERY","CathrynR","@Aneeqah Only a pleasure... Someone had better have come brownie joy, and it ain't going to be me  Pigging out vicariously through you!","Aneeqah Only a pleasure Someone had better have come brownie joy and it ain't going to be me  Pigging out vicariously through you","Aneeqah Only a pleasure Someone had better have come brownie joy and it ain t going to be me  Pigging out vicariously through you"," Aneeqah pleasure had have come brownie joy ain going be Pigging"
"2201",2201,0,1468328133,"Tue Apr 07 01:00:13 PDT 2009","NO_QUERY","LadyErlynne","@vindiekins Aww, you're leaving me?  Just was hoping for input -- I have avatars in the RP thread on MTP. Torn on personality...","vindiekins Aww you're leaving me  Just was hoping for input  I have avatars in the RP thread on MTP Torn on personality","vindiekins Aww you re leaving me  Just was hoping for input  I have avatars in the RP thread on MTP Torn on personality"," vindiekins leaving was hoping input have avatars RP thread MTP Torn personality"
"3024",3024,0,1468500666,"Tue Apr 07 02:03:10 PDT 2009","NO_QUERY","lokisimah","whitout friends ","whitout friends ","whitout friends "," whitout friends"
"6451",6451,4,1468084793,"Mon Apr 06 23:37:47 PDT 2009","NO_QUERY","Roses_Are_Red","@ryanmwilson hmmm,i'll try to help you come up with something ","ryanmwilson hmmmi'll try to help you come up with something ","ryanmwilson hmmmi ll try to help you come up with something "," ryanmwilson hmmmi ll try help come"
"5076",5076,4,1467825354,"Mon Apr 06 22:23:34 PDT 2009","NO_QUERY","LadyErlynne","@drdrew *gives a hug and a cookie* Hope you feel better! ","drdrew gives a hug and a cookie Hope you feel better ","drdrew gives a hug and a cookie Hope you feel better "," drdrew gives hug cookie Hope feel"
